transcript_id	gene_id
g2813.t1	g2813
g2814.t1	g2814
g2815.t1	g2815
g2815.t2	g2815
g2817.t1	g2817
g2818.t1	g2818
g2818.t2	g2818
g2819.t1	g2819
g282.t1	g282
g2820.t1	g2820
g2821.t1	g2821
g2822.t1	g2822
g2823.t1	g2823
g2824.t1	g2824
g2825.t1	g2825
g2830.t1	g2830
g2830.t2	g2830
g2830.t3	g2830
g2831.t1	g2831
g2832.t1	g2832
g2833.t1	g2833
g2836.t1	g2836
g2837.t1	g2837
g2839.t1	g2839
g2839.t2	g2839
g2839.t3	g2839
g2840.t1	g2840
g2841.t1	g2841
g2841.t2	g2841
g2841.t3	g2841
g2841.t4	g2841
g2842.t1	g2842
g2843.t1	g2843
g2844.t1	g2844
g2846.t1	g2846
g2847.t1	g2847
g2848.t1	g2848
g2848.t2	g2848
g2849.t1	g2849
g2850.t1	g2850
g2851.t1	g2851
g2852.t1	g2852
g2854.t1	g2854
g2855.t1	g2855
g2856.t1	g2856
g2856.t2	g2856
g2860.t1	g2860
g2861.t1	g2861
g2862.t1	g2862
g2865.t1	g2865
g2866.t1	g2866
g2867.t1	g2867
g2868.t1	g2868
g2869.t1	g2869
g2870.t1	g2870
g2871.t1	g2871
g2872.t1	g2872
g2873.t1	g2873
g2874.t1	g2874
g2875.t1	g2875
g2875.t2	g2875
g2876.t1	g2876
g2878.t1	g2878
g2882.t1	g2882
g2883.t1	g2883
g2886.t1	g2886
g2887.t1	g2887
g2888.t1	g2888
g2890.t1	g2890
g2891.t1	g2891
g2892.t1	g2892
g2894.t1	g2894
g2895.t1	g2895
g2896.t1	g2896
g2897.t1	g2897
g2898.t1	g2898
g2899.t1	g2899
g2902.t1	g2902
g2904.t1	g2904
g2905.t1	g2905
g2905.t2	g2905
g2906.t1	g2906
g2907.t1	g2907
g2908.t1	g2908
g2909.t1	g2909
g2910.t1	g2910
g2911.t1	g2911
g2912.t1	g2912
g2913.t1	g2913
g2913.t2	g2913
g2914.t1	g2914
g2915.t1	g2915
g2918.t1	g2918
g2919.t1	g2919
g292.t1	g292
g2920.t1	g2920
g2923.t1	g2923
g2924.t1	g2924
g2925.t1	g2925
g2926.t1	g2926
g2927.t1	g2927
g2937.t1	g2937
g2938.t1	g2938
g2939.t1	g2939
g2942.t1	g2942
g2943.t1	g2943
g2945.t1	g2945
g2946.t1	g2946
g2948.t1	g2948
g295.t1	g295
g2950.t1	g2950
g2952.t1	g2952
g2954.t1	g2954
g2955.t1	g2955
g2956.t1	g2956
g2957.t1	g2957
g2958.t1	g2958
g2959.t1	g2959
g2961.t1	g2961
g2961.t2	g2961
g2962.t1	g2962
g2963.t1	g2963
g2965.t1	g2965
g2965.t2	g2965
g2966.t1	g2966
g2968.t1	g2968
g2969.t1	g2969
g297.t1	g297
g2970.t1	g2970
g2971.t1	g2971
g2973.t1	g2973
g2975.t1	g2975
g2976.t1	g2976
g2978.t1	g2978
g2979.t1	g2979
g2979.t2	g2979
g2979.t3	g2979
g2979.t4	g2979
g298.t1	g298
g2984.t1	g2984
g2985.t1	g2985
g2988.t1	g2988
g299.t1	g299
g2990.t1	g2990
g2992.t1	g2992
g2993.t1	g2993
g2994.t1	g2994
g2996.t1	g2996
g2997.t1	g2997
g2998.t1	g2998
g300.t1	g300
g3006.t1	g3006
g3009.t1	g3009
g301.t1	g301
g3010.t1	g3010
g3011.t1	g3011
g3012.t1	g3012
g3013.t1	g3013
g3016.t1	g3016
g3016.t2	g3016
g3017.t1	g3017
g3018.t1	g3018
g3019.t1	g3019
g3020.t1	g3020
g3021.t1	g3021
g3022.t1	g3022
g3022.t2	g3022
g3023.t1	g3023
g3025.t1	g3025
g3026.t1	g3026
g3027.t1	g3027
g3028.t1	g3028
g3029.t1	g3029
g3029.t2	g3029
g3030.t1	g3030
g3031.t1	g3031
g3032.t1	g3032
g3033.t1	g3033
g3034.t1	g3034
g3035.t1	g3035
g3036.t1	g3036
g3036.t2	g3036
g3036.t3	g3036
g3038.t1	g3038
g3040.t1	g3040
g3041.t1	g3041
g3042.t1	g3042
g3043.t1	g3043
g3044.t1	g3044
g3045.t1	g3045
g3045.t2	g3045
g3048.t1	g3048
g3049.t1	g3049
g3049.t2	g3049
g305.t1	g305
g3050.t1	g3050
g3051.t1	g3051
g3052.t1	g3052
g3053.t1	g3053
g3054.t1	g3054
g3055.t1	g3055
g3056.t1	g3056
g3059.t1	g3059
g306.t1	g306
g3060.t1	g3060
g3060.t2	g3060
g3060.t3	g3060
g3061.t1	g3061
g3062.t1	g3062
g3063.t1	g3063
g3063.t2	g3063
g3070.t1	g3070
g3071.t1	g3071
g3072.t1	g3072
g3074.t1	g3074
g3076.t1	g3076
g3077.t1	g3077
g3077.t2	g3077
g3078.t1	g3078
g308.t1	g308
g3081.t1	g3081
g3084.t1	g3084
g3084.t2	g3084
g3089.t1	g3089
g3090.t1	g3090
g3090.t2	g3090
g3090.t3	g3090
g3090.t4	g3090
g3090.t5	g3090
g3091.t1	g3091
g3092.t1	g3092
g3093.t1	g3093
g3094.t1	g3094
g3095.t1	g3095
g3096.t1	g3096
g3098.t1	g3098
g3099.t1	g3099
g3099.t2	g3099
g3100.t1	g3100
g3101.t1	g3101
g3102.t1	g3102
g3103.t1	g3103
g3109.t1	g3109
g3109.t2	g3109
g3109.t3	g3109
g311.t1	g311
g3112.t1	g3112
g3114.t1	g3114
g3115.t1	g3115
g3116.t1	g3116
g3117.t1	g3117
g3118.t1	g3118
g3125.t1	g3125
g313.t1	g313
g3131.t1	g3131
g3131.t2	g3131
g314.t1	g314
g3141.t1	g3141
g3141.t2	g3141
g3144.t1	g3144
g3144.t2	g3144
g3145.t1	g3145
g3146.t1	g3146
g3148.t1	g3148
g3149.t1	g3149
g3150.t1	g3150
g3151.t1	g3151
g3152.t1	g3152
g3163.t1	g3163
g3164.t1	g3164
g3164.t2	g3164
g3165.t1	g3165
g3166.t1	g3166
g3167.t1	g3167
g3168.t1	g3168
g3169.t1	g3169
g317.t1	g317
g3170.t1	g3170
g3172.t1	g3172
g3173.t1	g3173
g3176.t1	g3176
g3177.t1	g3177
g3178.t1	g3178
g3179.t1	g3179
g318.t1	g318
g3180.t1	g3180
g3183.t1	g3183
g3184.t1	g3184
g3185.t1	g3185
g3186.t1	g3186
g3187.t1	g3187
g3188.t1	g3188
g3189.t1	g3189
g319.t1	g319
g3197.t1	g3197
g32.t1	g32
g320.t1	g320
g321.t1	g321
g3212.t1	g3212
g3219.t1	g3219
g322.t1	g322
g3220.t1	g3220
g3221.t1	g3221
g3222.t1	g3222
g3223.t1	g3223
g3224.t1	g3224
g3226.t1	g3226
g3227.t1	g3227
g3228.t1	g3228
g3229.t1	g3229
g323.t1	g323
g3230.t1	g3230
g3230.t2	g3230
g3231.t1	g3231
g3231.t2	g3231
g3232.t1	g3232
g3232.t2	g3232
g3233.t1	g3233
g3233.t2	g3233
g3233.t3	g3233
g3233.t4	g3233
g3233.t5	g3233
g3233.t6	g3233
g3234.t1	g3234
g3235.t1	g3235
g3236.t1	g3236
g3237.t1	g3237
g3238.t1	g3238
g3240.t1	g3240
g3241.t1	g3241
g3242.t1	g3242
g3243.t1	g3243
g3244.t1	g3244
g3248.t1	g3248
g3249.t1	g3249
g3250.t1	g3250
g3251.t1	g3251
g3251.t2	g3251
g3253.t1	g3253
g326.t1	g326
g3260.t1	g3260
g3263.t1	g3263
g3264.t1	g3264
g3265.t1	g3265
g3266.t1	g3266
g3268.t1	g3268
g3269.t1	g3269
g327.t1	g327
g3270.t1	g3270
g3274.t1	g3274
g3275.t1	g3275
g3275.t2	g3275
g3276.t1	g3276
g3277.t1	g3277
g3278.t1	g3278
g3279.t1	g3279
g3280.t1	g3280
g3281.t1	g3281
g3283.t1	g3283
g3284.t1	g3284
g3285.t1	g3285
g3286.t1	g3286
g3287.t1	g3287
g3287.t2	g3287
g3288.t1	g3288
g3288.t2	g3288
g329.t1	g329
g3294.t1	g3294
g3295.t1	g3295
g3296.t1	g3296
g3297.t1	g3297
g3298.t1	g3298
g3299.t1	g3299
g3300.t1	g3300
g3302.t1	g3302
g3303.t1	g3303
g3305.t1	g3305
g3306.t1	g3306
g3306.t2	g3306
g3306.t3	g3306
g3307.t1	g3307
g3311.t1	g3311
g3312.t1	g3312
g3313.t1	g3313
g3314.t1	g3314
g3315.t1	g3315
g3316.t1	g3316
g3317.t1	g3317
g3318.t1	g3318
g3319.t1	g3319
g332.t1	g332
g3320.t1	g3320
g3321.t1	g3321
g3322.t1	g3322
g3323.t1	g3323
g3324.t1	g3324
g3324.t2	g3324
g3325.t1	g3325
g3326.t1	g3326
g3327.t1	g3327
g3328.t1	g3328
g3329.t1	g3329
g3329.t2	g3329
g3330.t1	g3330
g3331.t1	g3331
g3331.t2	g3331
g3331.t3	g3331
g3331.t4	g3331
g334.t1	g334
g3340.t1	g3340
g3341.t1	g3341
g3342.t1	g3342
g3343.t1	g3343
g3344.t1	g3344
g3345.t1	g3345
g3346.t1	g3346
g3347.t1	g3347
g335.t1	g335
g3352.t1	g3352
g3353.t1	g3353
g3354.t1	g3354
g3355.t1	g3355
g3356.t1	g3356
g3357.t1	g3357
g3358.t1	g3358
g3359.t1	g3359
g3367.t1	g3367
g3368.t1	g3368
g3368.t2	g3368
g3368.t3	g3368
g3369.t1	g3369
g337.t1	g337
g3370.t1	g3370
g3371.t1	g3371
g3372.t1	g3372
g3373.t1	g3373
g3374.t1	g3374
g3374.t2	g3374
g3374.t3	g3374
g3377.t1	g3377
g3377.t2	g3377
g3381.t1	g3381
g3382.t1	g3382
g339.t1	g339
g3397.t1	g3397
g3398.t1	g3398
g3399.t1	g3399
g340.t1	g340
g3400.t1	g3400
g3401.t1	g3401
g3402.t1	g3402
g3403.t1	g3403
g3404.t1	g3404
g3405.t1	g3405
g3406.t1	g3406
g3406.t2	g3406
g3406.t3	g3406
g3409.t1	g3409
g341.t1	g341
g3410.t1	g3410
g3410.t2	g3410
g3411.t1	g3411
g3413.t1	g3413
g3414.t1	g3414
g3415.t1	g3415
g3416.t1	g3416
g3417.t1	g3417
g3419.t1	g3419
g342.t1	g342
g3420.t1	g3420
g3421.t1	g3421
g3422.t1	g3422
g3423.t1	g3423
g3424.t1	g3424
g343.t1	g343
g3431.t1	g3431
g3432.t1	g3432
g344.t1	g344
g3446.t1	g3446
g3447.t1	g3447
g3448.t1	g3448
g345.t1	g345
g3450.t1	g3450
g3452.t1	g3452
g3453.t1	g3453
g3454.t1	g3454
g3455.t1	g3455
g3456.t1	g3456
g346.t1	g346
g3460.t1	g3460
g3461.t1	g3461
g3462.t1	g3462
g3463.t1	g3463
g3464.t1	g3464
g3465.t1	g3465
g3466.t1	g3466
g3467.t1	g3467
g3471.t1	g3471
g3474.t1	g3474
g3474.t2	g3474
g3475.t1	g3475
g3476.t1	g3476
g3477.t1	g3477
g3478.t1	g3478
g3479.t1	g3479
g3480.t1	g3480
g3481.t1	g3481
g3485.t1	g3485
g3486.t1	g3486
g3487.t1	g3487
g3487.t2	g3487
g349.t1	g349
g349.t2	g349
g349.t3	g349
g3490.t1	g3490
g3491.t1	g3491
g3492.t1	g3492
g3493.t1	g3493
g3494.t1	g3494
g3494.t2	g3494
g3495.t1	g3495
g3502.t1	g3502
g3503.t1	g3503
g3504.t1	g3504
g3504.t2	g3504
g3505.t1	g3505
g3505.t2	g3505
g3509.t1	g3509
g351.t1	g351
g3510.t1	g3510
g3511.t1	g3511
g3512.t1	g3512
g3516.t1	g3516
g3516.t2	g3516
g3518.t1	g3518
g3519.t1	g3519
g3520.t1	g3520
g3521.t1	g3521
g3522.t1	g3522
g3523.t1	g3523
g3524.t1	g3524
g3534.t1	g3534
g3535.t1	g3535
g3536.t1	g3536
g3537.t1	g3537
g3538.t1	g3538
g3540.t1	g3540
g3541.t1	g3541
g3542.t1	g3542
g3543.t1	g3543
g355.t1	g355
g3551.t1	g3551
g3552.t1	g3552
g3555.t1	g3555
g3555.t2	g3555
g3555.t3	g3555
g3556.t1	g3556
g3557.t1	g3557
g3562.t1	g3562
g3562.t2	g3562
g3563.t1	g3563
g3566.t1	g3566
g3566.t2	g3566
g3567.t1	g3567
g3568.t1	g3568
g3569.t1	g3569
g357.t1	g357
g3570.t1	g3570
g3572.t1	g3572
g3573.t1	g3573
g3574.t1	g3574
g3579.t1	g3579
g358.t1	g358
g3581.t1	g3581
g3582.t1	g3582
g3583.t1	g3583
g3584.t1	g3584
g3585.t1	g3585
g3586.t1	g3586
g3586.t2	g3586
g3588.t1	g3588
g3589.t1	g3589
g359.t1	g359
g3590.t1	g3590
g3591.t1	g3591
g3591.t2	g3591
g3591.t3	g3591
g3591.t4	g3591
g3591.t5	g3591
g3591.t6	g3591
g3593.t1	g3593
g3594.t1	g3594
g3596.t1	g3596
g3596.t2	g3596
g3597.t1	g3597
g3597.t2	g3597
g3599.t1	g3599
g36.t1	g36
g360.t1	g360
g3600.t1	g3600
g3601.t1	g3601
g3602.t1	g3602
g3603.t1	g3603
g3604.t1	g3604
g3605.t1	g3605
g3607.t1	g3607
g3609.t1	g3609
g361.t1	g361
g3610.t1	g3610
g3610.t2	g3610
g3610.t3	g3610
g3611.t1	g3611
g3612.t1	g3612
g3613.t1	g3613
g3614.t1	g3614
g3614.t2	g3614
g3615.t1	g3615
g3616.t1	g3616
g3619.t1	g3619
g362.t1	g362
g3620.t1	g3620
g3621.t1	g3621
g3622.t1	g3622
g3623.t1	g3623
g3624.t1	g3624
g3625.t1	g3625
g3626.t1	g3626
g3627.t1	g3627
g3628.t1	g3628
g3628.t2	g3628
g3628.t3	g3628
g3628.t4	g3628
g3629.t1	g3629
g3629.t2	g3629
g363.t1	g363
g3630.t1	g3630
g3632.t1	g3632
g3634.t1	g3634
g3635.t1	g3635
g3636.t1	g3636
g3636.t2	g3636
g3636.t3	g3636
g3636.t4	g3636
g3639.t1	g3639
g3639.t2	g3639
g364.t1	g364
g3640.t1	g3640
g3641.t1	g3641
g3641.t2	g3641
g3642.t1	g3642
g3643.t1	g3643
g3644.t1	g3644
g3644.t2	g3644
g3646.t1	g3646
g3647.t1	g3647
g3647.t2	g3647
g365.t1	g365
g3650.t1	g3650
g3656.t1	g3656
g3659.t1	g3659
g3661.t1	g3661
g3662.t1	g3662
g3663.t1	g3663
g3664.t1	g3664
g3665.t1	g3665
g3666.t1	g3666
g3666.t2	g3666
g3666.t3	g3666
g3669.t1	g3669
g367.t1	g367
g3670.t1	g3670
g3671.t1	g3671
g3675.t1	g3675
g3676.t1	g3676
g3677.t1	g3677
g3678.t1	g3678
g368.t1	g368
g369.t1	g369
g3691.t1	g3691
g370.t1	g370
g3703.t1	g3703
g3704.t1	g3704
g3705.t1	g3705
g3706.t1	g3706
g3707.t1	g3707
g3708.t1	g3708
g3709.t1	g3709
g3709.t2	g3709
g371.t1	g371
g3710.t1	g3710
g3714.t1	g3714
g3714.t2	g3714
g3714.t3	g3714
g3714.t4	g3714
g3715.t1	g3715
g3718.t1	g3718
g3719.t1	g3719
g3720.t1	g3720
g3721.t1	g3721
g3722.t1	g3722
g375.t1	g375
g376.t1	g376
g376.t2	g376
g3762.t1	g3762
g3765.t1	g3765
g3767.t1	g3767
g3768.t1	g3768
g3769.t1	g3769
g3769.t2	g3769
g3772.t1	g3772
g3773.t1	g3773
g3774.t1	g3774
g3775.t1	g3775
g3775.t2	g3775
g378.t1	g378
g378.t2	g378
g378.t3	g378
g3780.t1	g3780
g3782.t1	g3782
g3783.t1	g3783
g3784.t1	g3784
g3785.t1	g3785
g379.t1	g379
g379.t2	g379
g379.t3	g379
g3794.t1	g3794
g3796.t1	g3796
g3797.t1	g3797
g3798.t1	g3798
g3799.t1	g3799
g380.t1	g380
g3800.t1	g3800
g3805.t1	g3805
g3806.t1	g3806
g3807.t1	g3807
g3808.t1	g3808
g3809.t1	g3809
g3810.t1	g3810
g3811.t1	g3811
g3811.t2	g3811
g3811.t3	g3811
g3811.t4	g3811
g3811.t5	g3811
g3812.t1	g3812
g3814.t1	g3814
g3816.t1	g3816
g3819.t1	g3819
g382.t1	g382
g3822.t1	g3822
g3823.t1	g3823
g3824.t1	g3824
g3825.t1	g3825
g3828.t1	g3828
g3829.t1	g3829
g383.t1	g383
g3830.t1	g3830
g3831.t1	g3831
g3832.t1	g3832
g3832.t2	g3832
g3832.t3	g3832
g3832.t4	g3832
g3832.t5	g3832
g3833.t1	g3833
g3836.t1	g3836
g3837.t1	g3837
g3838.t1	g3838
g384.t1	g384
g3840.t1	g3840
g3855.t1	g3855
g3855.t2	g3855
g3856.t1	g3856
g3857.t1	g3857
g3857.t2	g3857
g3858.t1	g3858
g3858.t2	g3858
g3859.t1	g3859
g386.t1	g386
g386.t2	g386
g3860.t1	g3860
g3861.t1	g3861
g3861.t2	g3861
g3864.t1	g3864
g387.t1	g387
g3870.t1	g3870
g3871.t1	g3871
g3872.t1	g3872
g3873.t1	g3873
g3873.t2	g3873
g3874.t1	g3874
g3875.t1	g3875
g3876.t1	g3876
g3877.t1	g3877
g3879.t1	g3879
g388.t1	g388
g388.t2	g388
g3880.t1	g3880
g3881.t1	g3881
g3881.t2	g3881
g3882.t1	g3882
g3886.t1	g3886
g3887.t1	g3887
g3888.t1	g3888
g3890.t1	g3890
g3891.t1	g3891
g3891.t2	g3891
g3895.t1	g3895
g3897.t1	g3897
g3897.t2	g3897
g3897.t3	g3897
g3898.t1	g3898
g3899.t1	g3899
g39.t1	g39
g3900.t1	g3900
g3901.t1	g3901
g3903.t1	g3903
g3903.t2	g3903
g3905.t1	g3905
g3906.t1	g3906
g3907.t1	g3907
g3908.t1	g3908
g3909.t1	g3909
g391.t1	g391
g3910.t1	g3910
g3910.t2	g3910
g3911.t1	g3911
g3912.t1	g3912
g3912.t2	g3912
g3913.t1	g3913
g3914.t1	g3914
g3915.t1	g3915
g3916.t1	g3916
g3917.t1	g3917
g3918.t1	g3918
g3918.t2	g3918
g3919.t1	g3919
g392.t1	g392
g3920.t1	g3920
g3922.t1	g3922
g3923.t1	g3923
g3925.t1	g3925
g3929.t1	g3929
g393.t1	g393
g3930.t1	g3930
g3930.t2	g3930
g3931.t1	g3931
g3932.t1	g3932
g3934.t1	g3934
g3935.t1	g3935
g3937.t1	g3937
g3939.t1	g3939
g394.t1	g394
g3940.t1	g3940
g3941.t1	g3941
g3943.t1	g3943
g3944.t1	g3944
g3945.t1	g3945
g3945.t2	g3945
g3946.t1	g3946
g3946.t2	g3946
g395.t1	g395
g3953.t1	g3953
g3954.t1	g3954
g3954.t2	g3954
g3954.t3	g3954
g3955.t1	g3955
g3956.t1	g3956
g396.t1	g396
g397.t1	g397
g397.t2	g397
g3977.t1	g3977
g3978.t1	g3978
g3978.t2	g3978
g3979.t1	g3979
g398.t1	g398
g3981.t1	g3981
g3982.t1	g3982
g3982.t2	g3982
g3985.t1	g3985
g399.t1	g399
g3995.t1	g3995
g3998.t1	g3998
g400.t1	g400
g4000.t1	g4000
g4001.t1	g4001
g4002.t1	g4002
g4003.t1	g4003
g4004.t1	g4004
g4005.t1	g4005
g4006.t1	g4006
g4007.t1	g4007
g4008.t1	g4008
g4009.t1	g4009
g401.t1	g401
g4011.t1	g4011
g4012.t1	g4012
g4014.t1	g4014
g4015.t1	g4015
g4017.t1	g4017
g4018.t1	g4018
g402.t1	g402
g4023.t1	g4023
g4024.t1	g4024
g4025.t1	g4025
g4027.t1	g4027
g4028.t1	g4028
g4029.t1	g4029
g403.t1	g403
g4035.t1	g4035
g4035.t2	g4035
g4036.t1	g4036
g4041.t1	g4041
g4043.t1	g4043
g4045.t1	g4045
g4056.t1	g4056
g4057.t1	g4057
g4060.t1	g4060
g4061.t1	g4061
g4062.t1	g4062
g4063.t1	g4063
g4065.t1	g4065
g4068.t1	g4068
g4069.t1	g4069
g407.t1	g407
g4071.t1	g4071
g4079.t1	g4079
g408.t1	g408
g4080.t1	g4080
g409.t1	g409
g4096.t1	g4096
g4097.t1	g4097
g4099.t1	g4099
g41.t1	g41
g410.t1	g410
g4102.t1	g4102
g4104.t1	g4104
g4105.t1	g4105
g4106.t1	g4106
g4107.t1	g4107
g4108.t1	g4108
g4112.t1	g4112
g412.t1	g412
g4127.t1	g4127
g4128.t1	g4128
g413.t1	g413
g4130.t1	g4130
g4131.t1	g4131
g4134.t1	g4134
g4138.t1	g4138
g414.t1	g414
g4140.t1	g4140
g4141.t1	g4141
g4142.t1	g4142
g4142.t2	g4142
g4143.t1	g4143
g4144.t1	g4144
g4145.t1	g4145
g4146.t1	g4146
g415.t1	g415
g4153.t1	g4153
g4155.t1	g4155
g4156.t1	g4156
g4156.t2	g4156
g4157.t1	g4157
g4158.t1	g4158
g4159.t1	g4159
g416.t1	g416
g4160.t1	g4160
g4160.t2	g4160
g4161.t1	g4161
g4162.t1	g4162
g4163.t1	g4163
g4164.t1	g4164
g4165.t1	g4165
g4166.t1	g4166
g4167.t1	g4167
g4168.t1	g4168
g4168.t2	g4168
g4169.t1	g4169
g4169.t2	g4169
g4169.t3	g4169
g4169.t4	g4169
g417.t1	g417
g4171.t1	g4171
g4172.t1	g4172
g4173.t1	g4173
g418.t1	g418
g4180.t1	g4180
g4181.t1	g4181
g4182.t1	g4182
g4192.t1	g4192
g4193.t1	g4193
g420.t1	g420
g4200.t1	g4200
g4200.t2	g4200
g4201.t1	g4201
g4202.t1	g4202
g4203.t1	g4203
g4204.t1	g4204
g4205.t1	g4205
g4207.t1	g4207
g4208.t1	g4208
g4209.t1	g4209
g421.t1	g421
g4210.t1	g4210
g4211.t1	g4211
g4212.t1	g4212
g4213.t1	g4213
g4214.t1	g4214
g4215.t1	g4215
g4216.t1	g4216
g4217.t1	g4217
g4218.t1	g4218
g422.t1	g422
g4220.t1	g4220
g4221.t1	g4221
g4222.t1	g4222
g4225.t1	g4225
g4226.t1	g4226
g4226.t2	g4226
g4228.t1	g4228
g423.t1	g423
g4230.t1	g4230
g4231.t1	g4231
g4232.t1	g4232
g4234.t1	g4234
g4235.t1	g4235
g4238.t1	g4238
g4239.t1	g4239
g4239.t2	g4239
g424.t1	g424
g4240.t1	g4240
g4245.t1	g4245
g4246.t1	g4246
g4247.t1	g4247
g4248.t1	g4248
g425.t1	g425
g425.t2	g425
g4250.t1	g4250
g4251.t1	g4251
g426.t1	g426
g4261.t1	g4261
g4261.t2	g4261
g4264.t1	g4264
g4268.t1	g4268
g427.t1	g427
g4270.t1	g4270
g4279.t1	g4279
g428.t1	g428
g4280.t1	g4280
g4280.t2	g4280
g4281.t1	g4281
g4282.t1	g4282
g4283.t1	g4283
g4289.t1	g4289
g429.t1	g429
g4290.t1	g4290
g4291.t1	g4291
g4292.t1	g4292
g4294.t1	g4294
g4295.t1	g4295
g4296.t1	g4296
g4297.t1	g4297
g4299.t1	g4299
g43.t1	g43
g4300.t1	g4300
g4302.t1	g4302
g4309.t1	g4309
g431.t1	g431
g4310.t1	g4310
g4311.t1	g4311
g4312.t1	g4312
g4315.t1	g4315
g4317.t1	g4317
g4325.t1	g4325
g433.t1	g433
g433.t2	g433
g4336.t1	g4336
g4337.t1	g4337
g4338.t1	g4338
g4339.t1	g4339
g434.t1	g434
g4341.t1	g4341
g4342.t1	g4342
g4343.t1	g4343
g4343.t2	g4343
g4343.t3	g4343
g4345.t1	g4345
g4348.t1	g4348
g4349.t1	g4349
g435.t1	g435
g4350.t1	g4350
g4351.t1	g4351
g4353.t1	g4353
g4354.t1	g4354
g4355.t1	g4355
g4356.t1	g4356
g4358.t1	g4358
g436.t1	g436
g4360.t1	g4360
g4360.t2	g4360
g4361.t1	g4361
g4362.t1	g4362
g4363.t1	g4363
g4364.t1	g4364
g4365.t1	g4365
g4366.t1	g4366
g4367.t1	g4367
g4368.t1	g4368
g4369.t1	g4369
g4369.t2	g4369
g4369.t3	g4369
g4370.t1	g4370
g4371.t1	g4371
g4372.t1	g4372
g4373.t1	g4373
g4374.t1	g4374
g4375.t1	g4375
g4376.t1	g4376
g4377.t1	g4377
g4378.t1	g4378
g4388.t1	g4388
g4389.t1	g4389
g4390.t1	g4390
g4392.t1	g4392
g4393.t1	g4393
g4395.t1	g4395
g4396.t1	g4396
g4397.t1	g4397
g4398.t1	g4398
g4401.t1	g4401
g4402.t1	g4402
g4403.t1	g4403
g4404.t1	g4404
g4405.t1	g4405
g4416.t1	g4416
g4417.t1	g4417
g4418.t1	g4418
g442.t1	g442
g4425.t1	g4425
g4430.t1	g4430
g4431.t1	g4431
g4432.t1	g4432
g4433.t1	g4433
g4434.t1	g4434
g4435.t1	g4435
g4436.t1	g4436
g4442.t1	g4442
g4443.t1	g4443
g4445.t1	g4445
g4446.t1	g4446
g4447.t1	g4447
g4448.t1	g4448
g4452.t1	g4452
g4452.t2	g4452
g4453.t1	g4453
g4454.t1	g4454
g4455.t1	g4455
g4456.t1	g4456
g4457.t1	g4457
g4458.t1	g4458
g4459.t1	g4459
g4460.t1	g4460
g4461.t1	g4461
g4463.t1	g4463
g4463.t2	g4463
g4465.t1	g4465
g4466.t1	g4466
g4467.t1	g4467
g4468.t1	g4468
g4469.t1	g4469
g4470.t1	g4470
g4471.t1	g4471
g4473.t1	g4473
g4475.t1	g4475
g4478.t1	g4478
g4479.t1	g4479
g4480.t1	g4480
g4481.t1	g4481
g4482.t1	g4482
g4485.t1	g4485
g4485.t2	g4485
g4486.t1	g4486
g4488.t1	g4488
g4489.t1	g4489
g4490.t1	g4490
g4494.t1	g4494
g4495.t1	g4495
g4496.t1	g4496
g4499.t1	g4499
g4505.t1	g4505
g4505.t2	g4505
g4505.t3	g4505
g4506.t1	g4506
g4506.t2	g4506
g4506.t3	g4506
g4507.t1	g4507
g4508.t1	g4508
g4509.t1	g4509
g4509.t2	g4509
g4511.t1	g4511
g4512.t1	g4512
g4513.t1	g4513
g4514.t1	g4514
g4515.t1	g4515
g4525.t1	g4525
g4526.t1	g4526
g4530.t1	g4530
g4532.t1	g4532
g4537.t1	g4537
g4538.t1	g4538
g4542.t1	g4542
g4543.t1	g4543
g4543.t2	g4543
g4544.t1	g4544
g4545.t1	g4545
g4546.t1	g4546
g4547.t1	g4547
g4549.t1	g4549
g4550.t1	g4550
g4551.t1	g4551
g4554.t1	g4554
g4555.t1	g4555
g4558.t1	g4558
g4563.t1	g4563
g4565.t1	g4565
g4567.t1	g4567
g4568.t1	g4568
g4569.t1	g4569
g457.t1	g457
g4573.t1	g4573
g4574.t1	g4574
g4576.t1	g4576
g4577.t1	g4577
g4579.t1	g4579
g4579.t2	g4579
g4579.t3	g4579
g4580.t1	g4580
g4580.t2	g4580
g4583.t1	g4583
g4584.t1	g4584
g4585.t1	g4585
g4586.t1	g4586
g4588.t1	g4588
g4589.t1	g4589
g4590.t1	g4590
g4591.t1	g4591
g4591.t2	g4591
g4592.t1	g4592
g4593.t1	g4593
g4596.t1	g4596
g4597.t1	g4597
g4597.t2	g4597
g4601.t1	g4601
g4602.t1	g4602
g4603.t1	g4603
g4610.t1	g4610
g4611.t1	g4611
g4614.t1	g4614
g4615.t1	g4615
g4616.t1	g4616
g4617.t1	g4617
g4618.t1	g4618
g4619.t1	g4619
g4623.t1	g4623
g4624.t1	g4624
g4625.t1	g4625
g4626.t1	g4626
g4628.t1	g4628
g4629.t1	g4629
g463.t1	g463
g4630.t1	g4630
g4631.t1	g4631
g4632.t1	g4632
g4638.t1	g4638
g4639.t1	g4639
g464.t1	g464
g464.t2	g464
g4643.t1	g4643
g4644.t1	g4644
g4645.t1	g4645
g4646.t1	g4646
g4647.t1	g4647
g4648.t1	g4648
g4649.t1	g4649
g465.t1	g465
g465.t2	g465
g465.t3	g465
g465.t4	g465
g465.t5	g465
g4652.t1	g4652
g4653.t1	g4653
g4654.t1	g4654
g4655.t1	g4655
g466.t1	g466
g466.t2	g466
